# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
500
# Principal QN=   1 , l=   1 , Occupation=   4.0000
  9.830308526563E-006  1.482006658846E-004  1.507531693377E+001 -1.169177348621E+002
  3.932200719722E-005  5.927465282802E-004  1.507186915888E+001 -1.168955111096E+002
  8.847741541467E-005  1.333469199667E-003  1.506612402257E+001 -1.168584766657E+002
  1.573003992805E-004  2.370088095007E-003  1.505808325742E+001 -1.168066392486E+002
  2.457963722418E-004  3.702210523010E-003  1.504774928866E+001 -1.167400096709E+002
  3.539722959954E-004  5.329331813942E-003  1.503512523385E+001 -1.166586018452E+002
  4.818366816529E-004  7.250835484037E-003  1.502021490233E+001 -1.165624327934E+002
  6.293995911626E-004  9.465993436520E-003  1.500302279470E+001 -1.164515226560E+002
  7.966726389935E-004  1.197396619937E-002  1.498355410210E+001 -1.163258947047E+002
  9.836689940782E-004  1.477380319981E-002  1.496181470539E+001 -1.161855753558E+002
  1.190403382016E-003  1.786444307574E-002  1.493781117425E+001 -1.160305941853E+002
  1.416892087541E-003  2.124471402400E-002  1.491155076613E+001 -1.158609839464E+002
  1.663152957245E-003  2.491333418583E-002  1.488304142506E+001 -1.156767805877E+002
  1.929205402573E-003  2.886891206941E-002  1.485229178041E+001 -1.154780232734E+002
  2.215070403073E-003  3.310994700969E-002  1.481931114543E+001 -1.152647544047E+002
  2.520770509919E-003  3.763482966572E-002  1.478410951571E+001 -1.150370196430E+002
  2.846329849692E-003  4.244184255541E-002  1.474669756748E+001 -1.147948679335E+002
  3.191774128432E-003  4.752916062812E-002  1.470708665581E+001 -1.145383515313E+002
  3.557130635959E-003  5.289485187498E-002  1.466528881258E+001 -1.142675260275E+002
  3.942428250463E-003  5.853687797726E-002  1.462131674439E+001 -1.139824503766E+002
  4.347697443358E-003  6.445309499288E-002  1.457518383024E+001 -1.136831869255E+002
  4.772970284417E-003  7.064125408120E-002  1.452690411909E+001 -1.133698014421E+002
  5.218280447175E-003  7.709900226628E-002  1.447649232722E+001 -1.130423631459E+002
  5.683663214611E-003  8.382388323879E-002  1.442396383544E+001 -1.127009447382E+002
  6.169155485101E-003  9.081333819663E-002  1.436933468609E+001 -1.123456224334E+002
  6.674795778653E-003  9.806470672458E-002  1.431262157987E+001 -1.119764759903E+002
  7.200624243425E-003  1.055752277129E-001  1.425384187249E+001 -1.115935887440E+002
  7.746682662519E-003  1.133420403154E-001  1.419301357107E+001 -1.111970476374E+002
  8.313014461060E-003  1.213621849464E-001  1.413015533037E+001 -1.107869432531E+002
  8.899664713569E-003  1.296326043181E-001  1.406528644876E+001 -1.103633698452E+002
  9.506680151615E-003  1.381501445163E-001  1.399842686407E+001 -1.099264253703E+002
  1.013410917176E-002  1.469115561173E-001  1.392959714906E+001 -1.094762115186E+002
  1.078200184380E-002  1.559134953436E-001  1.385881850675E+001 -1.090128337442E+002
  1.145040991929E-002  1.651525252601E-001  1.378611276552E+001 -1.085364012946E+002
  1.213938684040E-002  1.746251170100E-001  1.371150237386E+001 -1.080470272397E+002
  1.284898774901E-002  1.843276510913E-001  1.363501039495E+001 -1.075448284989E+002
  1.357926949620E-002  1.942564186730E-001  1.355666050096E+001 -1.070299258686E+002
  1.433029065191E-002  2.044076229519E-001  1.347647696700E+001 -1.065024440464E+002
  1.510211151509E-002  2.147773805490E-001  1.339448466492E+001 -1.059625116557E+002
  1.589479412397E-002  2.253617229469E-001  1.331070905668E+001 -1.054102612675E+002
  1.670840226680E-002  2.361565979669E-001  1.322517618754E+001 -1.048458294206E+002
  1.754300149280E-002  2.471578712862E-001  1.313791267886E+001 -1.042693566403E+002
  1.839865912351E-002  2.583613279954E-001  1.304894572066E+001 -1.036809874550E+002
  1.927544426443E-002  2.697626741954E-001  1.295830306382E+001 -1.030808704098E+002
  2.017342781695E-002  2.813575386352E-001  1.286601301197E+001 -1.024691580786E+002
  2.109268249069E-002  2.931414743879E-001  1.277210441309E+001 -1.018460070734E+002
  2.203328281612E-002  3.051099605673E-001  1.267660665069E+001 -1.012115780506E+002
  2.299530515754E-002  3.172584040831E-001  1.257954963473E+001 -1.005660357151E+002
  2.397882772639E-002  3.295821414351E-001  1.248096379218E+001 -9.990954882062E+001
  2.498393059493E-002  3.420764405464E-001  1.238088005721E+001 -9.924229016787E+001
  2.601069571024E-002  3.547365026345E-001  1.227932986104E+001 -9.856443659858E+001
  2.705920690860E-002  3.675574641204E-001  1.217634512144E+001 -9.787616898672E+001
  2.812954993023E-002  3.805343985754E-001  1.207195823184E+001 -9.717767222595E+001
  2.922181243436E-002  3.936623187050E-001  1.196620205013E+001 -9.646913521352E+001
  3.033608401473E-002  4.069361783687E-001  1.185910988702E+001 -9.575075083038E+001
  3.147245621542E-002  4.203508746366E-001  1.175071549411E+001 -9.502271591733E+001
  3.263102254705E-002  4.339012498814E-001  1.164105305153E+001 -9.428523124731E+001
  3.381187850339E-002  4.475820939043E-001  1.153015715524E+001 -9.353850149340E+001
  3.501512157837E-002  4.613881460960E-001  1.141806280390E+001 -9.278273519275E+001
  3.624085128345E-002  4.753140976306E-001  1.130480538550E+001 -9.201814470607E+001
  3.748916916538E-002  4.893545936920E-001  1.119042066343E+001 -9.124494617275E+001
  3.876017882444E-002  5.035042357326E-001  1.107494476234E+001 -9.046335946150E+001
  4.005398593302E-002  5.177575837620E-001  1.095841415353E+001 -8.967360811631E+001
  4.137069825459E-002  5.321091586667E-001  1.084086564003E+001 -8.887591929787E+001
