# 1st line: number of mesh points
# abcissa nuclear coulomb dft-vxc_up dft-vxc_down
500
  9.830308526563E-006 -6.103572419713E+005  1.467742976876E+001 -3.009931114858E+003 -3.009931114858E+003
  3.932200719722E-005 -1.525863105082E+005  1.467742937688E+001 -7.563162894473E+002 -7.563162894473E+002
  8.847741541467E-005 -6.781391580981E+004  1.467742767923E+001 -3.389793163757E+002 -3.389793163757E+002
  1.573003992805E-004 -3.814357768603E+004  1.467742311086E+001 -1.929103196461E+002 -1.929103196461E+002
  2.457963722418E-004 -2.441044977710E+004  1.467741348342E+001 -1.253000827528E+002 -1.253000827528E+002
  3.539722959954E-004 -1.695047908517E+004  1.467739598891E+001 -8.857230576841E+001 -8.857230576841E+001
  4.818366816529E-004 -1.245235206962E+004  1.467736720318E+001 -6.642533517559E+001 -6.642533517559E+001
  6.293995911626E-004 -9.532894657458E+003  1.467732309091E+001 -5.204978150925E+001 -5.204978150925E+001
  7.966726389935E-004 -7.531324293476E+003  1.467725901119E+001 -4.219260132238E+001 -4.219260132238E+001
  9.836689940782E-004 -6.099612812969E+003  1.467716972399E+001 -3.514044651564E+001 -3.514044651564E+001
  1.190403382016E-003 -5.040308260748E+003  1.467704939754E+001 -2.992125834436E+001 -2.992125834436E+001
  1.416892087541E-003 -4.234620302251E+003  1.467689161649E+001 -2.595023065204E+001 -2.595023065204E+001
  1.663152957245E-003 -3.607605646770E+003  1.467668939081E+001 -2.285841710605E+001 -2.285841710605E+001
  1.929205402573E-003 -3.110088740161E+003  1.467643516567E+001 -2.040372645459E+001 -2.040372645459E+001
  2.215070403073E-003 -2.708717516010E+003  1.467612083190E+001 -1.842196681738E+001 -1.842196681738E+001
  2.520770509919E-003 -2.380224608464E+003  1.467573773748E+001 -1.679859353683E+001 -1.679859353683E+001
  2.846329849692E-003 -2.107977752701E+003  1.467527669950E+001 -1.545172673970E+001 -1.545172673970E+001
  3.191774128432E-003 -1.879832268378E+003  1.467472801714E+001 -1.432157907563E+001 -1.432157907563E+001
  3.557130635959E-003 -1.686752783085E+003  1.467408148519E+001 -1.336367043771E+001 -1.336367043771E+001
  3.942428250463E-003 -1.521904678746E+003  1.467332640835E+001 -1.254435513709E+001 -1.254435513709E+001
  4.347697443358E-003 -1.380040832686E+003  1.467245161625E+001 -1.183780281837E+001 -1.183780281837E+001
  4.772970284417E-003 -1.257078850792E+003  1.467144547907E+001 -1.122391717094E+001 -1.122391717094E+001
  5.218280447175E-003 -1.149804051495E+003  1.467029592386E+001 -1.068687371361E+001 -1.068687371361E+001
  5.683663214611E-003 -1.055657200901E+003  1.466899045146E+001 -1.021407481077E+001 -1.021407481077E+001
  6.169155485101E-003 -9.725804471115E+002  1.466751615404E+001 -9.795391204030E+000 -9.795391204030E+000
  6.674795778653E-003 -8.989039064219E+002  1.466585973320E+001 -9.422603673803E+000 -9.422603673803E+000
  7.200624243425E-003 -8.332610892005E+002  1.466400751866E+001 -9.088986679118E+000 -9.088986679118E+000
  7.746682662519E-003 -7.745250788483E+002  1.466194548744E+001 -8.788994165176E+000 -8.788994165176E+000
  8.313014461060E-003 -7.217598415238E+002  1.465965928355E+001 -8.518019859924E+000 -8.518019859924E+000
  8.899664713569E-003 -6.741827016081E+002  1.465713423817E+001 -8.272212539741E+000 -8.272212539741E+000
  9.506680151615E-003 -6.311351496327E+002  1.465435539029E+001 -8.048332315978E+000 -8.048332315978E+000
  1.013410917176E-002 -5.920599332718E+002  1.465130750775E+001 -7.843637853102E+000 -7.843637853102E+000
  1.078200184380E-002 -5.564829321053E+002  1.464797510863E+001 -7.655797137431E+000 -7.655797137431E+000
  1.145040991929E-002 -5.239987076701E+002  1.464434248313E+001 -7.482816339345E+000 -7.482816339345E+000
  1.213938684040E-002 -4.942589011196E+002  1.464039371563E+001 -7.322982694322E+000 -7.322982694322E+000
  1.284898774901E-002 -4.669628547557E+002  1.463611270715E+001 -7.174818332115E+000 -7.174818332115E+000
  1.357926949620E-002 -4.418499832911E+002  1.463148319807E+001 -7.037042719866E+000 -7.037042719866E+000
  1.433029065191E-002 -4.186935314671E+002  1.462648879106E+001 -6.908541930260E+000 -6.908541930260E+000
  1.510211151509E-002 -3.972954373966E+002  1.462111297426E+001 -6.788343353173E+000 -6.788343353173E+000
  1.589479412397E-002 -3.774820833288E+002  1.461533914458E+001 -6.675594776088E+000 -6.675594776088E+000
  1.670840226680E-002 -3.591007628493E+002  1.460915063122E+001 -6.569546991528E+000 -6.569546991528E+000
  1.754300149280E-002 -3.420167297177E+002  1.460253071926E+001 -6.469539267888E+000 -6.469539267888E+000
  1.839865912351E-002 -3.261107214238E+002  1.459546267332E+001 -6.374987157290E+000 -6.374987157290E+000
  1.927544426443E-002 -3.112768721535E+002  1.458792976133E+001 -6.285372220503E+000 -6.285372220503E+000
  2.017342781695E-002 -2.974209467248E+002  1.457991527825E+001 -6.200233331988E+000 -6.200233331988E+000
  2.109268249069E-002 -2.844588402945E+002  1.457140256982E+001 -6.119159293322E+000 -6.119159293322E+000
  2.203328281612E-002 -2.723152990897E+002  1.456237505627E+001 -6.041782534711E+000 -6.041782534711E+000
  2.299530515754E-002 -2.609228257200E+002  1.455281625589E+001 -5.967773725189E+000 -5.967773725189E+000
  2.397882772639E-002 -2.502207392481E+002  1.454270980857E+001 -5.896837144680E+000 -5.896837144680E+000
  2.498393059493E-002 -2.401543655111E+002  1.453203949915E+001 -5.828706697269E+000 -5.828706697269E+000
  2.601069571024E-002 -2.306743374664E+002  1.452078928060E+001 -5.763142466108E+000 -5.763142466108E+000
