# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
500
# Principal QN=   2 , l=   0 , Occupation=   1.0000
  9.830308526563E-006  3.011326256101E+000 -1.109366529381E+001  4.647994582234E+001
  3.932200719722E-005  3.010999105279E+000 -1.109229461827E+001  4.647336694682E+001
  8.847741541467E-005  3.010453915151E+000 -1.109001047041E+001  4.646240364639E+001
  1.573003992805E-004  3.009690777564E+000 -1.108681331724E+001  4.644705815902E+001
  2.457963722418E-004  3.008709821083E+000 -1.108270381247E+001  4.642733361739E+001
  3.539722959954E-004  3.007511210960E+000 -1.107768279638E+001  4.640323404852E+001
  4.818366816529E-004  3.006095149107E+000 -1.107175129568E+001  4.637476437314E+001
  6.293995911626E-004  3.004461874055E+000 -1.106491052334E+001  4.634193040507E+001
  7.966726389935E-004  3.002611660904E+000 -1.105716187839E+001  4.630473885032E+001
  9.836689940782E-004  3.000544821276E+000 -1.104850694564E+001  4.626319730624E+001
  1.190403382016E-003  2.998261703252E+000 -1.103894749545E+001  4.621731426038E+001
  1.416892087541E-003  2.995762691302E+000 -1.102848548338E+001  4.616709908933E+001
  1.663152957245E-003  2.993048206212E+000 -1.101712304990E+001  4.611256205739E+001
  1.929205402573E-003  2.990118705004E+000 -1.100486251996E+001  4.605371431511E+001
  2.215070403073E-003  2.986974680841E+000 -1.099170640263E+001  4.599056789772E+001
  2.520770509919E-003  2.983616662936E+000 -1.097765739064E+001  4.592313572340E+001
  2.846329849692E-003  2.980045216448E+000 -1.096271835991E+001  4.585143159145E+001
  3.191774128432E-003  2.976260942365E+000 -1.094689236903E+001  4.577547018034E+001
  3.557130635959E-003  2.972264477394E+000 -1.093018265877E+001  4.569526704556E+001
  3.942428250463E-003  2.968056493828E+000 -1.091259265143E+001  4.561083861740E+001
  4.347697443358E-003  2.963637699417E+000 -1.089412595030E+001  4.552220219860E+001
  4.772970284417E-003  2.959008837228E+000 -1.087478633900E+001  4.542937596181E+001
  5.218280447175E-003  2.954170685495E+000 -1.085457778076E+001  4.533237894694E+001
  5.683663214611E-003  2.949124057463E+000 -1.083350441780E+001  4.523123105843E+001
  6.169155485101E-003  2.943869801231E+000 -1.081157057049E+001  4.512595306227E+001
  6.674795778653E-003  2.938408799573E+000 -1.078878073663E+001  4.501656658297E+001
  7.200624243425E-003  2.932741969770E+000 -1.076513959062E+001  4.490309410037E+001
  7.746682662519E-003  2.926870263417E+000 -1.074065198260E+001  4.478555894625E+001
  8.313014461060E-003  2.920794666233E+000 -1.071532293758E+001  4.466398530090E+001
  8.899664713569E-003  2.914516197863E+000 -1.068915765448E+001  4.453839818944E+001
  9.506680151615E-003  2.908035911665E+000 -1.066216150523E+001  4.440882347808E+001
  1.013410917176E-002  2.901354894500E+000 -1.063434003374E+001  4.427528787016E+001
  1.078200184380E-002  2.894474266501E+000 -1.060569895486E+001  4.413781890208E+001
  1.145040991929E-002  2.887395180850E+000 -1.057624415332E+001  4.399644493909E+001
  1.213938684040E-002  2.880118823534E+000 -1.054598168264E+001  4.385119517087E+001
  1.284898774901E-002  2.872646413099E+000 -1.051491776396E+001  4.370209960705E+001
  1.357926949620E-002  2.864979200394E+000 -1.048305878487E+001  4.354918907245E+001
  1.433029065191E-002  2.857118468311E+000 -1.045041129820E+001  4.339249520228E+001
  1.510211151509E-002  2.849065531514E+000 -1.041698202073E+001  4.323205043710E+001
  1.589479412397E-002  2.840821736158E+000 -1.038277783191E+001  4.306788801765E+001
  1.670840226680E-002  2.832388459604E+000 -1.034780577254E+001  4.290004197954E+001
  1.754300149280E-002  2.823767110124E+000 -1.031207304336E+001  4.272854714768E+001
  1.839865912351E-002  2.814959126599E+000 -1.027558700364E+001  4.255343913069E+001
  1.927544426443E-002  2.805965978207E+000 -1.023835516974E+001  4.237475431499E+001
  2.017342781695E-002  2.796789164103E+000 -1.020038521359E+001  4.219252985882E+001
  2.109268249069E-002  2.787430213094E+000 -1.016168496116E+001  4.200680368605E+001
  2.203328281612E-002  2.777890683302E+000 -1.012226239087E+001  4.181761447980E+001
  2.299530515754E-002  2.768172161821E+000 -1.008212563199E+001  4.162500167593E+001
  2.397882772639E-002  2.758276264362E+000 -1.004128296294E+001  4.142900545627E+001
  2.498393059493E-002  2.748204634897E+000 -9.999742809605E+000  4.122966674174E+001
  2.601069571024E-002  2.737958945287E+000 -9.957513743568E+000  4.102702718529E+001
  2.705920690860E-002  2.727540894904E+000 -9.914604480333E+000  4.082112916456E+001
  2.812954993023E-002  2.716952210247E+000 -9.871023877475E+000  4.061201577445E+001
  2.922181243436E-002  2.706194644548E+000 -9.826780932761E+000  4.039973081947E+001
  3.033608401473E-002  2.695269977369E+000 -9.781884782219E+000  4.018431880585E+001
  3.147245621542E-002  2.684180014187E+000 -9.736344698172E+000  3.996582493354E+001
  3.263102254705E-002  2.672926585981E+000 -9.690170087218E+000  3.974429508792E+001
  3.381187850339E-002  2.661511548798E+000 -9.643370488168E+000  3.951977583138E+001
  3.501512157837E-002  2.649936783318E+000 -9.595955569938E+000  3.929231439465E+001
  3.624085128345E-002  2.638204194408E+000 -9.547935129394E+000  3.906195866796E+001
  3.748916916538E-002  2.626315710670E+000 -9.499319089152E+000  3.882875719196E+001
  3.876017882444E-002  2.614273283974E+000 -9.450117495330E+000  3.859275914846E+001
  4.005398593302E-002  2.602078888990E+000 -9.400340515252E+000  3.835401435094E+001
  4.137069825459E-002  2.589734522708E+000 -9.349998435107E+000  3.811257323483E+001
