# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
500
# Principal QN=   1 , l=   1 , Occupation=   2.0000
  9.830308526563E-006  6.123802314461E-005  6.229338334800E+000 -3.529510661653E+001
  3.932200719722E-005  2.449364438058E-004  6.228297494858E+000 -3.529017599747E+001
  8.847741541467E-005  5.510483179572E-004  6.226562993812E+000 -3.528195900107E+001
  1.573003992805E-004  9.794954131825E-004  6.224135179945E+000 -3.527045668089E+001
  2.457963722418E-004  1.530168220128E-003  6.221014540856E+000 -3.525567051287E+001
  3.539722959954E-004  2.202925968547E-003  6.217201703460E+000 -3.523760239637E+001
  4.818366816529E-004  2.997596647959E-003  6.212697433988E+000 -3.521625465539E+001
  6.293995911626E-004  3.913977032932E-003  6.207502637986E+000 -3.519163004013E+001
  7.966726389935E-004  4.951832713027E-003  6.201618360317E+000 -3.516373172881E+001
  9.836689940782E-004  6.110898127409E-003  6.195045785161E+000 -3.513256332974E+001
  1.190403382016E-003  7.390876604187E-003  6.187786236008E+000 -3.509812888371E+001
  1.416892087541E-003  8.791440404485E-003  6.179841175660E+000 -3.506043286656E+001
  1.663152957245E-003  1.031223077132E-002  6.171212206221E+000 -3.501948019210E+001
  1.929205402573E-003  1.195285798327E-002  6.161901069091E+000 -3.497527621523E+001
  2.215070403073E-003  1.371290141311E-002  6.151909644954E+000 -3.492782673533E+001
  2.520770509919E-003  1.559190959126E-002  6.141239953763E+000 -3.487713799991E+001
  2.846329849692E-003  1.758940027431E-002  6.129894154721E+000 -3.482321670843E+001
  3.191774128432E-003  1.970486051857E-002  6.117874546259E+000 -3.476607001648E+001
  3.557130635959E-003  2.193774675869E-002  6.105183566002E+000 -3.470570554003E+001
  3.942428250463E-003  2.428748489153E-002  6.091823790739E+000 -3.464213136006E+001
  4.347697443358E-003  2.675347036517E-002  6.077797936376E+000 -3.457535602726E+001
  4.772970284417E-003  2.933506827337E-002  6.063108857887E+000 -3.450538856701E+001
  5.218280447175E-003  3.203161345533E-002  6.047759549254E+000 -3.443223848457E+001
  5.683663214611E-003  3.484241060091E-002  6.031753143398E+000 -3.435591577038E+001
  6.169155485101E-003  3.776673436154E-002  6.015092912101E+000 -3.427643090564E+001
  6.674795778653E-003  4.080382946661E-002  5.997782265912E+000 -3.419379486796E+001
  7.200624243425E-003  4.395291084569E-002  5.979824754044E+000 -3.410801913719E+001
  7.746682662519E-003  4.721316375661E-002  5.961224064260E+000 -3.401911570151E+001
  8.313014461060E-003  5.058374391933E-002  5.941984022735E+000 -3.392709706345E+001
  8.899664713569E-003  5.406377765595E-002  5.922108593913E+000 -3.383197624623E+001
  9.506680151615E-003  5.765236203680E-002  5.901601880338E+000 -3.373376680011E+001
  1.013410917176E-002  6.134856503268E-002  5.880468122476E+000 -3.363248280885E+001
  1.078200184380E-002  6.515142567355E-002  5.858711698506E+000 -3.352813889630E+001
  1.145040991929E-002  6.905995421354E-002  5.836337124105E+000 -3.342075023306E+001
  1.213938684040E-002  7.307313230252E-002  5.813349052194E+000 -3.331033254313E+001
  1.284898774901E-002  7.718991316430E-002  5.789752272678E+000 -3.319690211074E+001
  1.357926949620E-002  8.140922178165E-002  5.765551712148E+000 -3.308047578712E+001
  1.433029065191E-002  8.572995508807E-002  5.740752433564E+000 -3.296107099734E+001
  1.510211151509E-002  9.015098216664E-002  5.715359635912E+000 -3.283870574711E+001
  1.589479412397E-002  9.467114445584E-002  5.689378653824E+000 -3.271339862968E+001
  1.670840226680E-002  9.928925596270E-002  5.662814957181E+000 -3.258516883260E+001
  1.754300149280E-002  1.040041034831E-001  5.635674150670E+000 -3.245403614454E+001
  1.839865912351E-002  1.088144468298E-001  5.607961973319E+000 -3.232002096200E+001
  1.927544426443E-002  1.137190190673E-001  5.579684297996E+000 -3.218314429600E+001
  2.017342781695E-002  1.187165267556E-001  5.550847130864E+000 -3.204342777868E+001
  2.109268249069E-002  1.238056502003E-001  5.521456610811E+000 -3.190089366979E+001
  2.203328281612E-002  1.289850437115E-001  5.491519008831E+000 -3.175556486306E+001
  2.299530515754E-002  1.342533358704E-001  5.461040727371E+000 -3.160746489253E+001
  2.397882772639E-002  1.396091298042E-001  5.430028299631E+000 -3.145661793859E+001
  2.498393059493E-002  1.450510034686E-001  5.398488388827E+000 -3.130304883399E+001
  2.601069571024E-002  1.505775099396E-001  5.366427787403E+000 -3.114678306961E+001
  2.705920690860E-002  1.561871777125E-001  5.333853416199E+000 -3.098784680007E+001
  2.812954993023E-002  1.618785110106E-001  5.300772323571E+000 -3.082626684908E+001
  2.922181243436E-002  1.676499901017E-001  5.267191684465E+000 -3.066207071462E+001
  3.033608401473E-002  1.735000716238E-001  5.233118799432E+000 -3.049528657385E+001
  3.147245621542E-002  1.794271889189E-001  5.198561093599E+000 -3.032594328775E+001
  3.263102254705E-002  1.854297523768E-001  5.163526115582E+000 -3.015407040548E+001
  3.381187850339E-002  1.915061497868E-001  5.128021536339E+000 -2.997969816851E+001
  3.501512157837E-002  1.976547466992E-001  5.092055147981E+000 -2.980285751430E+001
  3.624085128345E-002  2.038738867953E-001  5.055634862503E+000 -2.962358007980E+001
  3.748916916538E-002  2.101618922674E-001  5.018768710478E+000 -2.944189820449E+001
  3.876017882444E-002  2.165170642074E-001  4.981464839670E+000 -2.925784493314E+001
  4.005398593302E-002  2.229376830047E-001  4.943731513600E+000 -2.907145401809E+001
  4.137069825459E-002  2.294220087545E-001  4.905577110039E+000 -2.888275992124E+001
