# 1st line: number of mesh points
# abcissa nuclear coulomb dft-vxc_up dft-vxc_down
500
  9.830308526563E-006 -1.017262069952E+005  9.941605952036E-001 -2.144003423954E+003  1.641200071035E+003
  3.932200719722E-005 -2.543105175136E+004  9.941605943146E-001 -5.366692550740E+002  4.102945910334E+002
  8.847741541467E-005 -1.130231930164E+004  9.941605899918E-001 -2.390147529838E+002  1.823491315524E+002
  1.573003992805E-004 -6.357262947672E+003  9.941605783243E-001 -1.348356461011E+002  1.025682204738E+002
  2.457963722418E-004 -4.068408296183E+003  9.941605537064E-001 -8.661556816425E+001  6.564105563183E+001
  3.539722959954E-004 -2.825079847529E+003  9.941605089458E-001 -6.042190931487E+001  4.558185467383E+001
  4.818366816529E-004 -2.075392011604E+003  9.941604352276E-001 -4.462792138250E+001  3.348678884511E+001
  6.293995911626E-004 -1.588815776243E+003  9.941603221431E-001 -3.437697679872E+001  2.563662560157E+001
  7.966726389935E-004 -1.255220715579E+003  9.941601576729E-001 -2.734892306797E+001  2.025457919222E+001
  9.836689940782E-004 -1.016602135495E+003  9.941599281984E-001 -2.232175696097E+001  1.640483271454E+001
  1.190403382016E-003 -8.400513767914E+002  9.941596184893E-001 -1.860218134801E+001  1.355645535355E+001
  1.416892087541E-003 -7.057700503752E+002  9.941592117106E-001 -1.577309730314E+001  1.139003042328E+001
  1.663152957245E-003 -6.012676077950E+002  9.941586894175E-001 -1.357136248860E+001  9.704042054191E+000
  1.929205402573E-003 -5.183481233601E+002  9.941580315523E-001 -1.182431074130E+001  8.366261537512E+000
  2.215070403073E-003 -4.514529193350E+002  9.941572164482E-001 -1.041483563394E+001  7.287008121131E+000
  2.520770509919E-003 -3.967041014107E+002  9.941562208203E-001 -9.261240334453E+000  6.403717919298E+000
  2.846329849692E-003 -3.513296254502E+002  9.941550197685E-001 -8.305125305409E+000  5.671668245099E+000
  3.191774128432E-003 -3.133053780630E+002  9.941535867747E-001 -7.503847902332E+000  5.058203128697E+000
  3.557130635959E-003 -2.811254638474E+002  9.941518936979E-001 -6.825682942449E+000  4.539027253811E+000
  3.942428250463E-003 -2.536507797910E+002  9.941499107754E-001 -6.246632573705E+000  4.095762937577E+000
  4.347697443358E-003 -2.300068054477E+002  9.941476066174E-001 -5.748272988125E+000  3.714301131599E+000
  4.772970284417E-003 -2.095131417987E+002  9.941449482061E-001 -5.316269994720E+000  3.383664639379E+000
  5.218280447175E-003 -1.916340085825E+002  9.941419008920E-001 -4.939336131097E+000  3.095209466561E+000
  5.683663214611E-003 -1.759428668168E+002  9.941384283909E-001 -4.608485354939E+000  2.842054059498E+000
  6.169155485101E-003 -1.620967411853E+002  9.941344927815E-001 -4.316492085620E+000  2.618665036289E+000
  6.674795778653E-003 -1.498173177370E+002  9.941300545015E-001 -4.057492983458E+000  2.420552227116E+000
  7.200624243425E-003 -1.388768482001E+002  9.941250723449E-001 -3.826689991433E+000  2.244041261924E+000
  7.746682662519E-003 -1.290875131414E+002  9.941195034581E-001 -3.620126245517E+000  2.086101961295E+000
  8.313014461060E-003 -1.202933069206E+002  9.941133033366E-001 -3.434515112435E+000  1.944217412620E+000
  8.899664713569E-003 -1.123637836013E+002  9.941064258214E-001 -3.267108432788E+000  1.816283069936E+000
  9.506680151615E-003 -1.051891916055E+002  9.940988230945E-001 -3.115594021294E+000  1.700528259043E+000
  1.013410917176E-002 -9.867665554529E+001  9.940904456765E-001 -2.978015228229E+000  1.595454577203E+000
  1.078200184380E-002 -9.274715535088E+001  9.940812424211E-001 -2.852707297748E+000  1.499787155985E+000
  1.145040991929E-002 -8.733311794502E+001  9.940711605114E-001 -2.738246630942E+000  1.412435806635E+000
  1.213938684040E-002 -8.237648351994E+001  9.940601454564E-001 -2.633410047482E+000  1.332463822409E+000
  1.284898774901E-002 -7.782714245929E+001  9.940481410855E-001 -2.537141855754E+000  1.259062760703E+000
  1.357926949620E-002 -7.364166388185E+001  9.940350895450E-001 -2.448527066691E+000  1.191531930051E+000
  1.433029065191E-002 -6.978225524452E+001  9.940209312929E-001 -2.366769475400E+000  1.129261604917E+000
  1.510211151509E-002 -6.621590623276E+001  9.940056050952E-001 -2.291173625232E+000  1.071719213674E+000
  1.589479412397E-002 -6.291368055481E+001  9.939890480198E-001 -2.221129887785E+000  1.018437912791E+000
  1.670840226680E-002 -5.985012714155E+001  9.939711954325E-001 -2.156102058470E+000  9.690070874399E-001
  1.754300149280E-002 -5.700278828629E+001  9.939519809925E-001 -2.095616994328E+000  9.230644160907E-001
  1.839865912351E-002 -5.435178690397E+001  9.939313366464E-001 -2.039255918700E+000  8.802892115653E-001
  1.927544426443E-002 -5.187947869225E+001  9.939091926238E-001 -1.986647093186E+000  8.403968091907E-001
  2.017342781695E-002 -4.957015778746E+001  9.938854774317E-001 -1.937459616612E+000  8.031338180089E-001
  2.109268249069E-002 -4.740980671574E+001  9.938601178497E-001 -1.891398157167E+000  7.682740866204E-001
  2.203328281612E-002 -4.538588318162E+001  9.938330389244E-001 -1.848198460616E+000  7.356152633444E-001
  2.299530515754E-002 -4.348713762001E+001  9.938041639640E-001 -1.807623506604E+000  7.049758526995E-001
  2.397882772639E-002 -4.170345654134E+001  9.937734145328E-001 -1.769460208366E+000  6.761926880171E-001
  2.498393059493E-002 -4.002572758518E+001  9.937407104460E-001 -1.733516569763E+000  6.491187542875E-001
  2.601069571024E-002 -3.844572291106E+001  9.937059697636E-001 -1.699619228642E+000  6.236213068494E-001
