# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
500
  9.830308526563E-006  1.757425161275E+002 -1.065847568705E+003  6.715090357934E+003 -1.593759086106E-005  2.574827496236E-001
  3.932200719722E-005  1.757110853922E+002 -1.065649548313E+003  6.713799919089E+003 -1.593734363876E-005  2.574981013198E-001
  8.847741541467E-005  1.756587110639E+002 -1.065319581589E+003  6.711649641956E+003 -1.593693156596E-005  2.575236906191E-001
  1.573003992805E-004  1.755854084844E+002 -1.064857769401E+003  6.708640207759E+003 -1.593635458978E-005  2.575595222307E-001
  2.457963722418E-004  1.754911991244E+002 -1.064264252910E+003  6.704772569838E+003 -1.593561263511E-005  2.576056027506E-001
  3.539722959954E-004  1.753761105763E+002 -1.063539213520E+003  6.700047953275E+003 -1.593470560665E-005  2.576619406631E-001
  4.818366816529E-004  1.752401765434E+002 -1.062682872803E+003  6.694467854409E+003 -1.593363338600E-005  2.577285463448E-001
  6.293995911626E-004  1.750834368289E+002 -1.061695492424E+003  6.688034040253E+003 -1.593239583465E-005  2.578054320683E-001
  7.966726389935E-004  1.749059373205E+002 -1.060577374033E+003  6.680748547797E+003 -1.593099279151E-005  2.578926120067E-001
  9.836689940782E-004  1.747077299749E+002 -1.059328859159E+003  6.672613683206E+003 -1.592942407374E-005  2.579901022393E-001
  1.190403382016E-003  1.744888727983E+002 -1.057950329077E+003  6.663632020918E+003 -1.592768947698E-005  2.580979207574E-001
  1.416892087541E-003  1.742494298263E+002 -1.056442204664E+003  6.653806402625E+003 -1.592578877380E-005  2.582160874714E-001
  1.663152957245E-003  1.739894711005E+002 -1.054804946240E+003  6.643139936162E+003 -1.592372171532E-005  2.583446242185E-001
  1.929205402573E-003  1.737090726431E+002 -1.053039053396E+003  6.631635994277E+003 -1.592148802939E-005  2.584835547707E-001
  2.215070403073E-003  1.734083164301E+002 -1.051145064803E+003  6.619298213310E+003 -1.591908742097E-005  2.586329048442E-001
  2.520770509919E-003  1.730872903615E+002 -1.049123558006E+003  6.606130491753E+003 -1.591651957295E-005  2.587927021090E-001
  2.846329849692E-003  1.727460882295E+002 -1.046975149211E+003  6.592136988722E+003 -1.591378414354E-005  2.589629761997E-001
  3.191774128432E-003  1.723848096850E+002 -1.044700493046E+003  6.577322122310E+003 -1.591088076814E-005  2.591437587269E-001
  3.557130635959E-003  1.720035602016E+002 -1.042300282317E+003  6.561690567848E+003 -1.590780905780E-005  2.593350832893E-001
  3.942428250463E-003  1.716024510376E+002 -1.039775247742E+003  6.545247256058E+003 -1.590456859929E-005  2.595369854863E-001
  4.347697443358E-003  1.711815991955E+002 -1.037126157675E+003  6.527997371109E+003 -1.590115895517E-005  2.597495029325E-001
  4.772970284417E-003  1.707411273804E+002 -1.034353817814E+003  6.509946348562E+003 -1.589757966227E-005  2.599726752713E-001
  5.218280447175E-003  1.702811639550E+002 -1.031459070896E+003  6.491099873226E+003 -1.589383023256E-005  2.602065441910E-001
  5.683663214611E-003  1.698018428936E+002 -1.028442796375E+003  6.471463876906E+003 -1.588991015199E-005  2.604511534404E-001
  6.169155485101E-003  1.693033037334E+002 -1.025305910087E+003  6.451044536056E+003 -1.588581887981E-005  2.607065488462E-001
  6.674795778653E-003  1.687856915241E+002 -1.022049363902E+003  6.429848269327E+003 -1.588155584873E-005  2.609727783306E-001
  7.200624243425E-003  1.682491567753E+002 -1.018674145362E+003  6.407881735027E+003 -1.587712046477E-005  2.612498919298E-001
  7.746682662519E-003  1.676938554017E+002 -1.015181277304E+003  6.385151828474E+003 -1.587251210505E-005  2.615379418139E-001
  8.313014461060E-003  1.671199486668E+002 -1.011571817465E+003  6.361665679259E+003 -1.586773011938E-005  2.618369823072E-001
  8.899664713569E-003  1.665276031238E+002 -1.007846858085E+003  6.337430648408E+003 -1.586277382771E-005  2.621470699092E-001
  9.506680151615E-003  1.659169905558E+002 -1.004007525486E+003  6.312454325459E+003 -1.585764252140E-005  2.624682633172E-001
  1.013410917176E-002  1.652882879123E+002 -1.000054979638E+003  6.286744525434E+003 -1.585233546098E-005  2.628006234492E-001
  1.078200184380E-002  1.646416772453E+002 -9.959904137181E+002  6.260309285725E+003 -1.584685187660E-005  2.631442134681E-001
  1.145040991929E-002  1.639773456427E+002 -9.918150536523E+002  6.233156862886E+003 -1.584119096641E-005  2.634990988063E-001
  1.213938684040E-002  1.632954851601E+002 -9.875301576433E+002  6.205295729337E+003 -1.583535189693E-005  2.638653471923E-001
  1.284898774901E-002  1.625962927502E+002 -9.831370156879E+002  6.176734569973E+003 -1.582933380140E-005  2.642430286770E-001
  1.357926949620E-002  1.618799701909E+002 -9.786369490804E+002  6.147482278692E+003 -1.582313577948E-005  2.646322156622E-001
  1.433029065191E-002  1.611467240116E+002 -9.740313099034E+002  6.117547954829E+003 -1.581675689637E-005  2.650329829291E-001
  1.510211151509E-002  1.603967654170E+002 -9.693214805066E+002  6.086940899505E+003 -1.581019618163E-005  2.654454076685E-001
  1.589479412397E-002  1.596303102095E+002 -9.645088729730E+002  6.055670611896E+003 -1.580345262859E-005  2.658695695121E-001
  1.670840226680E-002  1.588475787102E+002 -9.595949285731E+002  6.023746785412E+003 -1.579652519400E-005  2.663055505641E-001
  1.754300149280E-002  1.580487956775E+002 -9.545811172072E+002  5.991179303795E+003 -1.578941279572E-005  2.667534354348E-001
  1.839865912351E-002  1.572341902242E+002 -9.494689368360E+002  5.957978237142E+003 -1.578211431284E-005  2.672133112750E-001
  1.927544426443E-002  1.564039957329E+002 -9.442599128992E+002  5.924153837836E+003 -1.577462858458E-005  2.676852678113E-001
  2.017342781695E-002  1.555584497698E+002 -9.389555977235E+002  5.889716536412E+003 -1.576695440905E-005  2.681693973828E-001
  2.109268249069E-002  1.546977939968E+002 -9.335575699188E+002  5.854676937337E+003 -1.575909054111E-005  2.686657949791E-001
  2.203328281612E-002  1.538222740816E+002 -9.280674337634E+002  5.819045814717E+003 -1.575103569294E-005  2.691745582793E-001
  2.299530515754E-002  1.529321396070E+002 -9.224868185787E+002  5.782834107931E+003 -1.574278853290E-005  2.696957876924E-001
  2.397882772639E-002  1.520276439777E+002 -9.168173780936E+002  5.746052917193E+003 -1.573434768189E-005  2.702295863988E-001
  2.498393059493E-002  1.511090443262E+002 -9.110607897975E+002  5.708713499040E+003 -1.572571171468E-005  2.707760603932E-001
  2.601069571024E-002  1.501766014169E+002 -9.052187542844E+002  5.670827261756E+003 -1.571687915706E-005  2.713353185292E-001
  2.705920690860E-002  1.492305795488E+002 -8.992929945861E+002  5.632405760721E+003 -1.570784848552E-005  2.719074725645E-001
  2.812954993023E-002  1.482712464565E+002 -8.932852554966E+002  5.593460693703E+003 -1.569861812503E-005  2.724926372079E-001
  2.922181243436E-002  1.472988732104E+002 -8.871973028859E+002  5.554003896079E+003 -1.568918644788E-005  2.730909301683E-001
  3.033608401473E-002  1.463137341147E+002 -8.810309230060E+002  5.514047335996E+003 -1.567955177176E-005  2.737024722039E-001
  3.147245621542E-002  1.453161066046E+002 -8.747879217867E+002  5.473603109474E+003 -1.566971235814E-005  2.743273871742E-001
  3.263102254705E-002  1.443062711421E+002 -8.684701241234E+002  5.432683435444E+003 -1.565966641282E-005  2.749658020927E-001
  3.381187850339E-002  1.432845111100E+002 -8.620793731565E+002  5.391300650738E+003 -1.564941207997E-005  2.756178471811E-001
  3.501512157837E-002  1.422511127056E+002 -8.556175295418E+002  5.349467205015E+003 -1.563894744421E-005  2.762836559262E-001
  3.624085128345E-002  1.412063648324E+002 -8.490864707142E+002  5.307195655642E+003 -1.562827052647E-005  2.769633651372E-001
  3.748916916538E-002  1.401505589904E+002 -8.424880901427E+002  5.264498662519E+003 -1.561737928385E-005  2.776571150051E-001
  3.876017882444E-002  1.390839891667E+002 -8.358242965787E+002  5.221388982859E+003 -1.560627160572E-005  2.783650491643E-001
  4.005398593302E-002  1.380069517231E+002 -8.290970132968E+002  5.177879465917E+003 -1.559494531362E-005  2.790873147555E-001
  4.137069825459E-002  1.369197452839E+002 -8.223081773293E+002  5.133983047678E+003 -1.558339815723E-005  2.798240624904E-001
  4.271042566323E-002  1.358226706225E+002 -8.154597386937E+002  5.089712745503E+003 -1.557162781417E-005  2.805754467188E-001
  4.407328016341E-002  1.347160305464E+002 -8.085536596143E+002  5.045081652732E+003 -1.555963188532E-005  2.813416254969E-001
  4.545937591035E-002  1.336001297821E+002 -8.015919137378E+002  5.000102933250E+003 -1.554740789526E-005  2.821227606583E-001
  4.686882923075E-002  1.324752748585E+002 -7.945764853438E+002  4.954789816020E+003 -1.553495328793E-005  2.829190178863E-001
  4.830175864396E-002  1.313417739897E+002 -7.875093685490E+002  4.909155589578E+003 -1.552226542432E-005  2.837305667893E-001
  4.975828488365E-002  1.301999369569E+002 -7.803925665078E+002  4.863213596503E+003 -1.550934158017E-005  2.845575809772E-001
  5.123853091993E-002  1.290500749896E+002 -7.732280906073E+002  4.816977227851E+003 -1.549617894374E-005  2.854002381409E-001
  5.274262198188E-002  1.278925006461E+002 -7.660179596584E+002  4.770459917574E+003 -1.548277461163E-005  2.862587201336E-001
  5.427068558066E-002  1.267275276931E+002 -7.587641990832E+002  4.723675136900E+003 -1.546912558786E-005  2.871332130545E-001
  5.582285153302E-002  1.255554709852E+002 -7.514688400984E+002  4.676636388708E+003 -1.545522877890E-005  2.880239073352E-001
  5.739925198530E-002  1.243766463432E+002 -7.441339188957E+002  4.629357201872E+003 -1.544108099171E-005  2.889309978283E-001
  5.900002143803E-002  1.231913704323E+002 -7.367614758197E+002  4.581851125597E+003 -1.542667893056E-005  2.898546838983E-001
  6.062529677088E-002  1.219999606396E+002 -7.293535545423E+002  4.534131723736E+003 -1.541201919297E-005  2.907951695157E-001
  6.227521726827E-002  1.208027349514E+002 -7.219122012360E+002  4.486212569100E+003 -1.539709826698E-005  2.917526633536E-001
  6.394992464542E-002  1.196000118298E+002 -7.144394637452E+002  4.438107237762E+003 -1.538191252698E-005  2.927273788865E-001
  6.564956307496E-002  1.183921100894E+002 -7.069373907552E+002  4.389829303346E+003 -1.536645823076E-005  2.937195344927E-001
