# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
500
  9.830308526563E-006  3.972554012410E+003 -6.432203314476E+004  1.061149954147E+006  2.732944768140E-005  9.106478809095E-002
  3.932200719722E-005  3.970657507787E+003 -6.429074578457E+004  1.060624121562E+006  2.732945730824E-005  9.107928420418E-002
  8.847741541467E-005  3.967498550950E+003 -6.423863190214E+004  1.059748278573E+006  2.732947204955E-005  9.110345049747E-002
  1.573003992805E-004  3.963079965459E+003 -6.416573902711E+004  1.058523241328E+006  2.732948994806E-005  9.113729613228E-002
  2.457963722418E-004  3.957405698831E+003 -6.407213360666E+004  1.056950150780E+006  2.732950826061E-005  9.118083394391E-002
  3.539722959954E-004  3.950480817077E+003 -6.395790091139E+004  1.055030471030E+006  2.732952345629E-005  9.123408045071E-002
  4.818366816529E-004  3.942311497700E+003 -6.382314491466E+004  1.052765987211E+006  2.732953121051E-005  9.129705586602E-002
  6.293995911626E-004  3.932905021166E+003 -6.366798814549E+004  1.050158802901E+006  2.732952640279E-005  9.136978411276E-002
  7.966726389935E-004  3.922269760849E+003 -6.349257151541E+004  1.047211337084E+006  2.732950310804E-005  9.145229284066E-002
  9.836689940782E-004  3.910415171493E+003 -6.329705411947E+004  1.043926320655E+006  2.732945459455E-005  9.154461344628E-002
  1.190403382016E-003  3.897351776186E+003 -6.308161301191E+004  1.040306792481E+006  2.732937331346E-005  9.164678109570E-002
  1.416892087541E-003  3.883091151881E+003 -6.284644295670E+004  1.036356095023E+006  2.732925089089E-005  9.175883474999E-002
  1.663152957245E-003  3.867645913499E+003 -6.259175615364E+004  1.032077869526E+006  2.732907812047E-005  9.188081719347E-002
  1.929205402573E-003  3.851029696616E+003 -6.231778194031E+004  1.027476050788E+006  2.732884495236E-005  9.201277506476E-002
  2.215070403073E-003  3.833257138797E+003 -6.202476647054E+004  1.022554861518E+006  2.732854048317E-005  9.215475889069E-002
  2.520770509919E-003  3.814343859582E+003 -6.171297236993E+004  1.017318806294E+006  2.732815294365E-005  9.230682312314E-002
  2.846329849692E-003  3.794306439176E+003 -6.138267836906E+004  1.011772665126E+006  2.732766968562E-005  9.246902617870E-002
  3.191774128432E-003  3.773162395876E+003 -6.103417891506E+004  1.005921486646E+006  2.732707717019E-005  9.264143048146E-002
  3.557130635959E-003  3.750930162276E+003 -6.066778376220E+004  9.997705809281E+005  2.732636095172E-005  9.282410250864E-002
  3.942428250463E-003  3.727629060283E+003 -6.028381754233E+004  9.933255119600E+005  2.732550566248E-005  9.301711283947E-002
  4.347697443358E-003  3.703279275003E+003 -5.988261931583E+004  9.865920897729E+005  2.732449499566E-005  9.322053620704E-002
  4.772970284417E-003  3.677901827535E+003 -5.946454210394E+004  9.795763622487E+005  2.732331169083E-005  9.343445155343E-002
  5.218280447175E-003  3.651518546715E+003 -5.902995240333E+004  9.722846066177E+005  2.732193751096E-005  9.365894208807E-002
  5.683663214611E-003  3.624152039866E+003 -5.857922968372E+004  9.647233206628E+005  2.732035322547E-005  9.389409534937E-002
  6.169155485101E-003  3.595825662612E+003 -5.811276586948E+004  9.568992136458E+005  2.731853859140E-005  9.414000326977E-002
  6.674795778653E-003  3.566563487787E+003 -5.763096480612E+004  9.488191969735E+005  2.731647232654E-005  9.439676224423E-002
  7.200624243425E-003  3.536390273517E+003 -5.713424171264E+004  9.404903746189E+005  2.731413209157E-005  9.466447320225E-002
  7.746682662519E-003  3.505331430514E+003 -5.662302262070E+004  9.319200333162E+005  2.731149446373E-005  9.494324168351E-002
  8.313014461060E-003  3.473412988644E+003 -5.609774380154E+004  9.231156325461E+005  2.730853491197E-005  9.523317791716E-002
  8.899664713569E-003  3.440661562826E+003 -5.555885118177E+004  9.140847943307E+005  2.730522777093E-005  9.553439690498E-002
  9.506680151615E-003  3.407104318321E+003 -5.500679974894E+004  9.048352928549E+005  2.730154621475E-005  9.584701850838E-002
  1.013410917176E-002  3.372768935468E+003 -5.444205294805E+004  8.953750439342E+005  2.729746222575E-005  9.617116753930E-002
  1.078200184380E-002  3.337683573928E+003 -5.386508206989E+004  8.857120943463E+005  2.729294656634E-005  9.650697385536E-002
  1.145040991929E-002  3.301876836496E+003 -5.327636563243E+004  8.758546110461E+005  2.728796874774E-005  9.685457245903E-002
  1.213938684040E-002  3.265377732549E+003 -5.267638875623E+004  8.658108702832E+005  2.728249699677E-005  9.721410360124E-002
  1.284898774901E-002  3.228215641172E+003 -5.206564253493E+004  8.555892466403E+005  2.727649822375E-005  9.758571288931E-002
  1.357926949620E-002  3.190420274046E+003 -5.144462340203E+004  8.451982020129E+005  2.726993798399E-005  9.796955139947E-002
  1.433029065191E-002  3.152021638149E+003 -5.081383249481E+004  8.346462745473E+005  2.726278044510E-005  9.836577579406E-002
  1.510211151509E-002  3.113049998329E+003 -5.017377501670E+004  8.239420675582E+005  2.725498834675E-005  9.877454844353E-002
  1.589479412397E-002  3.073535839814E+003 -4.952495959896E+004  8.130942384440E+005  2.724652296059E-005  9.919603755335E-002
  1.670840226680E-002  3.033509830724E+003 -4.886789766298E+004  8.021114876175E+005  2.723734405339E-005  9.963041729606E-002
  1.754300149280E-002  2.993002784634E+003 -4.820310278393E+004  7.910025474733E+005  2.722740983792E-005  1.000778679485E-001
  1.839865912351E-002  2.952045623269E+003 -4.753109005716E+004  7.797761714080E+005  2.721667693681E-005  1.005385760347E-001
