# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
500
  9.830308526563E-006  3.972445688703E+003 -6.432016752333E+004  1.061145274835E+006  0.000000000000E+000  9.106561582500E-002
  3.932200719722E-005  3.970549239099E+003 -6.428888030118E+004  1.060619439864E+006  0.000000000000E+000  9.108011204473E-002
  8.847741541467E-005  3.967390373954E+003 -6.423676664898E+004  1.059743592896E+006  0.000000000000E+000  9.110427851514E-002
  1.573003992805E-004  3.962971916824E+003 -6.416387409662E+004  1.058518550077E+006  0.000000000000E+000  9.113812439712E-002
  2.457963722418E-004  3.957297815217E+003 -6.407026909164E+004  1.056945452357E+006  0.000000000000E+000  9.118166252517E-002
  3.539722959954E-004  3.950373135131E+003 -6.395603690511E+004  1.055025763832E+006  0.000000000000E+000  9.123490941662E-002
  4.818366816529E-004  3.942204054056E+003 -6.382128151092E+004  1.052761269629E+006  0.000000000000E+000  9.129788528354E-002
  6.293995911626E-004  3.932797852439E+003 -6.366612543878E+004  1.050154073320E+006  0.000000000000E+000  9.137061404731E-002
  7.966726389935E-004  3.922162903637E+003 -6.349070960097E+004  1.047206593882E+006  0.000000000000E+000  9.145312335591E-002
  9.836689940782E-004  3.910308662370E+003 -6.329519309342E+004  1.043921562203E+006  0.000000000000E+000  9.154544460386E-002
  1.190403382016E-003  3.897245651698E+003 -6.307975297133E+004  1.040302017142E+006  0.000000000000E+000  9.164761295493E-002
  1.416892087541E-003  3.882985448549E+003 -6.284458399978E+004  1.036351301153E+006  0.000000000000E+000  9.175966736763E-002
  1.663152957245E-003  3.867540667809E+003 -6.258989837975E+004  1.032073055471E+006  0.000000000000E+000  9.188165062338E-002
  1.929205402573E-003  3.850924945021E+003 -6.231592545012E+004  1.027471214886E+006  0.000000000000E+000  9.201360935762E-002
  2.215070403073E-003  3.833152917710E+003 -6.202291136612E+004  1.022550002101E+006  0.000000000000E+000  9.215559409366E-002
  2.520770509919E-003  3.814240205373E+003 -6.171111875489E+004  1.017313921683E+006  0.000000000000E+000  9.230765927953E-002
  2.846329849692E-003  3.794203388169E+003 -6.138082634862E+004  1.011767753637E+006  0.000000000000E+000  9.246986332763E-002
  3.191774128432E-003  3.773059984346E+003 -6.103232859620E+004  1.005916546588E+006  0.000000000000E+000  9.264226865744E-002
  3.557130635959E-003  3.750828426442E+003 -6.066593525375E+004  9.997656106043E+005  0.000000000000E+000  9.282494174121E-002
  3.942428250463E-003  3.727528036304E+003 -6.028197095509E+004  9.933205096695E+005  0.000000000000E+000  9.301795315275E-002
  4.347697443358E-003  3.703178998978E+003 -5.988077476269E+004  9.865870538120E+005  0.000000000000E+000  9.322137761928E-002
  4.772970284417E-003  3.677802335492E+003 -5.946269969998E+004  9.795712909121E+005  0.000000000000E+000  9.343529407657E-002
  5.218280447175E-003  3.651419874609E+003 -5.902811226594E+004  9.722794982006E+005  0.000000000000E+000  9.365978572718E-002
  5.683663214611E-003  3.624054223574E+003 -5.857739193272E+004  9.647181734626E+005  0.000000000000E+000  9.389494010215E-002
  6.169155485101E-003  3.595728737925E+003 -5.811093062723E+004  9.568940259647E+005  0.000000000000E+000  9.414084912597E-002
  6.674795778653E-003  3.566467490407E+003 -5.762913219763E+004  9.488139671208E+005  0.000000000000E+000  9.439760918503E-002
  7.200624243425E-003  3.536295239050E+003 -5.713241186569E+004  9.404851009135E+005  0.000000000000E+000  9.466532119962E-002
  7.746682662519E-003  3.505237394462E+003 -5.662119566593E+004  9.319147140894E+005  0.000000000000E+000  9.494409069949E-002
  8.313014461060E-003  3.473319986399E+003 -5.609591987258E+004  9.231102661450E+005  0.000000000000E+000  9.523402790317E-002
  8.899664713569E-003  3.440569629664E+003 -5.555703041532E+004  9.140793791210E+005  0.000000000000E+000  9.553524780100E-002
  9.506680151615E-003  3.407013489391E+003 -5.500498228492E+004  9.048298272246E+005  0.000000000000E+000  9.584787024209E-002
  1.013410917176E-002  3.372679245788E+003 -5.444023892965E+004  8.953695262970E+005  0.000000000000E+000  9.617202002522E-002
  1.078200184380E-002  3.337595058375E+003 -5.386327164368E+004  8.857065231455E+005  0.000000000000E+000  9.650782699386E-002
  1.145040991929E-002  3.301789529799E+003 -5.327455894848E+004  8.758489847582E+005  0.000000000000E+000  9.685542613532E-002
  1.213938684040E-002  3.265291669276E+003 -5.267458596816E+004  8.658051874221E+005  0.000000000000E+000  9.721495768426E-002
  1.284898774901E-002  3.228130855723E+003 -5.206384380003E+004  8.555835057617E+005  0.000000000000E+000  9.758656723056E-002
  1.357926949620E-002  3.190336800644E+003 -5.144282888131E+004  8.451924017181E+005  0.000000000000E+000  9.797040583177E-002
  1.433029065191E-002  3.151939510829E+003 -5.081204235307E+004  8.346404134876E+005  0.000000000000E+000  9.836663013020E-002
  1.510211151509E-002  3.112969250925E+003 -5.017198942262E+004  8.239361444398E+005  0.000000000000E+000  9.877540247481E-002
  1.589479412397E-002  3.073456505952E+003 -4.952317872515E+004  8.130882520317E+005  0.000000000000E+000  9.919689104810E-002
  1.670840226680E-002  3.033431943807E+003 -4.886612168602E+004  8.021054367398E+005  0.000000000000E+000  9.963126999797E-002
  1.754300149280E-002  2.992926377832E+003 -4.820133188443E+004  7.909964310268E+005  0.000000000000E+000  1.000787195749E-001
  1.839865912351E-002  2.951970729502E+003 -4.752932441979E+004  7.797699883619E+005  0.000000000000E+000  1.005394262745E-001
