# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
500
# Principal QN=   1 , l=   0 , Occupation=   1.0000
  9.830308526563E-006  2.040545838843E+000 -2.111770409492E+000  2.299214874891E+000
  3.932200719722E-005  2.040483560146E+000 -2.111702602947E+000  2.299132960067E+000
  8.847741541467E-005  2.040379761321E+000 -2.111589591483E+000  2.298996436237E+000
  1.573003992805E-004  2.040234440869E+000 -2.111431374266E+000  2.298805304719E+000
  2.457963722418E-004  2.040047596696E+000 -2.111227950128E+000  2.298559567358E+000
  3.539722959954E-004  2.039819226111E+000 -2.110979317568E+000  2.298259226528E+000
  4.818366816529E-004  2.039549325824E+000 -2.110685474757E+000  2.297904285130E+000
  6.293995911626E-004  2.039237891951E+000 -2.110346419533E+000  2.297494746596E+000
  7.966726389935E-004  2.038884920013E+000 -2.109962149404E+000  2.297030614891E+000
  9.836689940782E-004  2.038490404940E+000 -2.109532661553E+000  2.296511894509E+000
  1.190403382016E-003  2.038054341067E+000 -2.109057952836E+000  2.295938590481E+000
  1.416892087541E-003  2.037576722144E+000 -2.108538019785E+000  2.295310708373E+000
  1.663152957245E-003  2.037057541329E+000 -2.107972858610E+000  2.294628254290E+000
  1.929205402573E-003  2.036496791198E+000 -2.107362465201E+000  2.293891234873E+000
  2.215070403073E-003  2.035894463742E+000 -2.106706835132E+000  2.293099657310E+000
  2.520770509919E-003  2.035250550373E+000 -2.106005963662E+000  2.292253529331E+000
  2.846329849692E-003  2.034565041922E+000 -2.105259845739E+000  2.291352859214E+000
  3.191774128432E-003  2.033837928650E+000 -2.104468476003E+000  2.290397655786E+000
  3.557130635959E-003  2.033069200242E+000 -2.103631848786E+000  2.289387928429E+000
  3.942428250463E-003  2.032258845817E+000 -2.102749958123E+000  2.288323687080E+000
  4.347697443358E-003  2.031406853929E+000 -2.101822797749E+000  2.287204942237E+000
  4.772970284417E-003  2.030513212570E+000 -2.100850361104E+000  2.286031704960E+000
  5.218280447175E-003  2.029577909174E+000 -2.099832641342E+000  2.284803986877E+000
  5.683663214611E-003  2.028600930625E+000 -2.098769631327E+000  2.283521800186E+000
  6.169155485101E-003  2.027582263255E+000 -2.097661323648E+000  2.282185157662E+000
  6.674795778653E-003  2.026521892854E+000 -2.096507710613E+000  2.280794072658E+000
  7.200624243425E-003  2.025419804671E+000 -2.095308784263E+000  2.279348559113E+000
  7.746682662519E-003  2.024275983422E+000 -2.094064536372E+000  2.277848631551E+000
  8.313014461060E-003  2.023090413293E+000 -2.092774958454E+000  2.276294305093E+000
  8.899664713569E-003  2.021863077946E+000 -2.091440041769E+000  2.274685595458E+000
  9.506680151615E-003  2.020593960525E+000 -2.090059777328E+000  2.273022518969E+000
  1.013410917176E-002  2.019283043661E+000 -2.088634155902E+000  2.271305092558E+000
  1.078200184380E-002  2.017930309480E+000 -2.087163168023E+000  2.269533333773E+000
  1.145040991929E-002  2.016535739607E+000 -2.085646803998E+000  2.267707260781E+000
  1.213938684040E-002  2.015099315172E+000 -2.084085053907E+000  2.265826892379E+000
  1.284898774901E-002  2.013621016822E+000 -2.082477907619E+000  2.263892247994E+000
  1.357926949620E-002  2.012100824720E+000 -2.080825354792E+000  2.261903347697E+000
  1.433029065191E-002  2.010538718559E+000 -2.079127384887E+000  2.259860212201E+000
  1.510211151509E-002  2.008934677565E+000 -2.077383987171E+000  2.257762862875E+000
  1.589479412397E-002  2.007288680509E+000 -2.075595150727E+000  2.255611321747E+000
  1.670840226680E-002  2.005600705710E+000 -2.073760864460E+000  2.253405611513E+000
  1.754300149280E-002  2.003870731047E+000 -2.071881117113E+000  2.251145755544E+000
  1.839865912351E-002  2.002098733965E+000 -2.069955897264E+000  2.248831777893E+000
  1.927544426443E-002  2.000284691485E+000 -2.067985193348E+000  2.246463703303E+000
  2.017342781695E-002  1.998428580215E+000 -2.065968993656E+000  2.244041557217E+000
  2.109268249069E-002  1.996530376353E+000 -2.063907286349E+000  2.241565365784E+000
  2.203328281612E-002  1.994590055703E+000 -2.061800059470E+000  2.239035155866E+000
  2.299530515754E-002  1.992607593683E+000 -2.059647300951E+000  2.236450955053E+000
  2.397882772639E-002  1.990582965331E+000 -2.057448998623E+000  2.233812791663E+000
  2.498393059493E-002  1.988516145322E+000 -2.055205140230E+000  2.231120694760E+000
  2.601069571024E-002  1.986407107972E+000 -2.052915713437E+000  2.228374694155E+000
  2.705920690860E-002  1.984255827254E+000 -2.050580705843E+000  2.225574820422E+000
  2.812954993023E-002  1.982062276808E+000 -2.048200104994E+000  2.222721104906E+000
  2.922181243436E-002  1.979826429948E+000 -2.045773898389E+000  2.219813579729E+000
  3.033608401473E-002  1.977548259682E+000 -2.043302073501E+000  2.216852277806E+000
  3.147245621542E-002  1.975227738716E+000 -2.040784617783E+000  2.213837232851E+000
  3.263102254705E-002  1.972864839471E+000 -2.038221518683E+000  2.210768479392E+000
  3.381187850339E-002  1.970459534095E+000 -2.035612763657E+000  2.207646052776E+000
  3.501512157837E-002  1.968011794476E+000 -2.032958340182E+000  2.204469989184E+000
  3.624085128345E-002  1.965521592252E+000 -2.030258235772E+000  2.201240325643E+000
  3.748916916538E-002  1.962988898832E+000 -2.027512437990E+000  2.197957100034E+000
  3.876017882444E-002  1.960413685403E+000 -2.024720934463E+000  2.194620351107E+000
  4.005398593302E-002  1.957795922947E+000 -2.021883712897E+000  2.191230118492E+000
  4.137069825459E-002  1.955135582256E+000 -2.019000761093E+000  2.187786442709E+000
