# 1st line: number of mesh points
# abcissa nuclear coulomb dft-vxc_up dft-vxc_down
500
  9.830308526563E-006 -3.051786209856E+005  5.780032990421E+000 -2.600829382217E+003 -2.600829382217E+003
  3.932200719722E-005 -7.629315525408E+004  5.780032947533E+000 -6.520658104364E+002 -6.520658104364E+002
  8.847741541467E-005 -3.390695790491E+004  5.780032761701E+000 -2.911834517112E+002 -2.911834517112E+002
  1.573003992805E-004 -1.907178884302E+004  5.780032261464E+000 -1.648743712591E+002 -1.648743712591E+002
  2.457963722418E-004 -1.220522488855E+004  5.780031206904E+000 -1.064110315296E+002 -1.064110315296E+002
  3.539722959954E-004 -8.475239542586E+003  5.780029289744E+000 -7.465287132741E+001 -7.465287132741E+001
  4.818366816529E-004 -6.226176034811E+003  5.780026133530E+000 -5.550339333474E+001 -5.550339333474E+001
  6.293995911626E-004 -4.766447328729E+003  5.780021293805E+000 -4.307432714153E+001 -4.307432714153E+001
  7.966726389935E-004 -3.765662146738E+003  5.780014258347E+000 -3.455267443280E+001 -3.455267443280E+001
  9.836689940782E-004 -3.049806406485E+003  5.780004447414E+000 -2.845685459173E+001 -2.845685459173E+001
  1.190403382016E-003 -2.520154130374E+003  5.779991214047E+000 -2.394630064411E+001 -2.394630064411E+001
  1.416892087541E-003 -2.117310151125E+003  5.779973844394E+000 -2.051531373664E+001 -2.051531373664E+001
  1.663152957245E-003 -1.803802823385E+003  5.779951558070E+000 -1.784485500656E+001 -1.784485500656E+001
  1.929205402573E-003 -1.555044370080E+003  5.779923508557E+000 -1.572558068410E+001 -1.572558068410E+001
  2.215070403073E-003 -1.354358758005E+003  5.779888783627E+000 -1.401550871774E+001 -1.401550871774E+001
  2.520770509919E-003 -1.190112304232E+003  5.779846405812E+000 -1.261558834883E+001 -1.261558834883E+001
  2.846329849692E-003 -1.053988876351E+003  5.779795332895E+000 -1.145501492106E+001 -1.145501492106E+001
  3.191774128432E-003 -9.399161341890E+002  5.779734458447E+000 -1.048208774958E+001 -1.048208774958E+001
  3.557130635959E-003 -8.433763915423E+002  5.779662612383E+000 -9.658342699836E+000 -9.658342699836E+000
  3.942428250463E-003 -7.609523393730E+002  5.779578561565E+000 -8.954684410139E+000 -8.954684410139E+000
  4.347697443358E-003 -6.900204163432E+002  5.779481010428E+000 -8.348775604832E+000 -8.348775604832E+000
  4.772970284417E-003 -6.285394253961E+002  5.779368601644E+000 -7.823237345763E+000 -7.823237345763E+000
  5.218280447175E-003 -5.749020257476E+002  5.779239916818E+000 -7.364384613989E+000 -7.364384613989E+000
  5.683663214611E-003 -5.278286004504E+002  5.779093477215E+000 -6.961322683126E+000 -6.961322683126E+000
  6.169155485101E-003 -4.862902235558E+002  5.778927744518E+000 -6.605291250811E+000 -6.605291250811E+000
  6.674795778653E-003 -4.494519532110E+002  5.778741121622E+000 -6.289181628083E+000 -6.289181628083E+000
  7.200624243425E-003 -4.166305446002E+002  5.778531953456E+000 -6.007176701357E+000 -6.007176701357E+000
  7.746682662519E-003 -3.872625394242E+002  5.778298527839E+000 -5.754479241722E+000 -5.754479241722E+000
  8.313014461060E-003 -3.608799207619E+002  5.778039076364E+000 -5.527104626993E+000 -5.527104626993E+000
  8.899664713569E-003 -3.370913508040E+002  5.777751775316E+000 -5.321721097111E+000 -5.321721097111E+000
  9.506680151615E-003 -3.155675748164E+002  5.777434746620E+000 -5.135525481430E+000 -5.135525481430E+000
  1.013410917176E-002 -2.960299666359E+002  5.777086058818E+000 -4.966145673458E+000 -4.966145673458E+000
  1.078200184380E-002 -2.782414660527E+002  5.776703728076E+000 -4.811563470452E+000 -4.811563470452E+000
  1.145040991929E-002 -2.619993538351E+002  5.776285719222E+000 -4.670053058972E+000 -4.670053058972E+000
  1.213938684040E-002 -2.471294505598E+002  5.775829946813E+000 -4.540131622913E+000 -4.540131622913E+000
  1.284898774901E-002 -2.334814273779E+002  5.775334276232E+000 -4.420519418718E+000 -4.420519418718E+000
  1.357926949620E-002 -2.209249916456E+002  5.774796524808E+000 -4.310107299314E+000 -4.310107299314E+000
  1.433029065191E-002 -2.093467657336E+002  5.774214462973E+000 -4.207930139870E+000 -4.207930139870E+000
  1.510211151509E-002 -1.986477186983E+002  5.773585815442E+000 -4.113144970701E+000 -4.113144970701E+000
  1.589479412397E-002 -1.887410416644E+002  5.772908262417E+000 -4.025012887992E+000 -4.025012887992E+000
  1.670840226680E-002 -1.795503814247E+002  5.772179440829E+000 -3.942884014432E+000 -3.942884014432E+000
  1.754300149280E-002 -1.710083648589E+002  5.771396945591E+000 -3.866184935938E+000 -3.866184935938E+000
  1.839865912351E-002 -1.630553607119E+002  5.770558330894E+000 -3.794408159268E+000 -3.794408159268E+000
  1.927544426443E-002 -1.556384360767E+002  5.769661111517E+000 -3.727103227395E+000 -3.727103227395E+000
  2.017342781695E-002 -1.487104733624E+002  5.768702764166E+000 -3.663869201271E+000 -3.663869201271E+000
  2.109268249069E-002 -1.422294201472E+002  5.767680728839E+000 -3.604348272989E+000 -3.604348272989E+000
  2.203328281612E-002 -1.361576495449E+002  5.766592410215E+000 -3.548220319871E+000 -3.548220319871E+000
  2.299530515754E-002 -1.304614128600E+002  5.765435179065E+000 -3.495198244329E+000 -3.495198244329E+000
  2.397882772639E-002 -1.251103696240E+002  5.764206373688E+000 -3.445023972540E+000 -3.445023972540E+000
  2.498393059493E-002 -1.200771827556E+002  5.762903301370E+000 -3.397465007610E+000 -3.397465007610E+000
  2.601069571024E-002 -1.153371687332E+002  5.761523239867E+000 -3.352311451123E+000 -3.352311451123E+000
